,date,content
140,2022-09-09 14:52:31+00:00,"@BlondeCherokee1 @MarkRainycity I completely agree. The Brits love tradition. We all do. Christmas traditions, family traditions, Presidential traditions--the recent portraits in the WH. The monarchy has no power anymore, but the Brits savor the tradition and sense of history and continuity."
141,2022-09-09 14:51:13+00:00,"Suicide bombers have become a renewable resource, but who is buying their souls, and why?

UK https://t.co/OMHl1HVaAP

USA https://t.co/WaIFbsR1Uy

#IARTG #amwriting #amreading #fantasy"
142,2022-09-09 14:39:36+00:00,"@bigbyte18 I am not the spokesman for the British government or the Royal family. Think best you direct those to them. Again, nobody is trying to defend the cruelty of the colonial legacy. So please calm down and watch the cricket another colonial legacy. 😂"
143,2022-09-09 14:39:32+00:00,"@l_philip03 @uhnovaa07 @F1 Oh you mean the people that fought for our land back yeah awful people those….. not that the British army, URC uk parliament/monarchy are at the fault for all of that"
144,2022-09-09 14:35:20+00:00,"Transphobia &amp; homophobia (as witnessed by the Irish Times platforming of designated anti-LGBT hate groups (without fact checks), campaign against the banning of conversion therapy &amp; aggressive spread of false conspiracies) is the spearhead of Fascism: https://t.co/QEBil1maHJ"
145,2022-09-09 14:35:19+00:00,Rindo muito com as piadinhas sobre a colonizer queen …
146,2022-09-09 14:30:14+00:00,"Delighted to welcome Max @maisonsichel the shop this morning, Max’s family business has been one the leading shippers of Bordeaux for eight generations, Looking forward to bringing in some exciting new  Bordeaux wines in time for the festive season. 
.
.
#bordeaux #sauternes https://t.co/sMWiFJXENv"
147,2022-09-09 14:24:15+00:00,RIP Dr. Richard Cook. https://t.co/g7ospM0e0N
148,2022-09-09 14:22:03+00:00,"@bigbyte18 So what are you proposing? Invade Britain and get everything back? Nobody ever denied the plunder, the issue is basic human decency when even an enemy dies. If you have nothing good to say, least be silent."
149,2022-09-09 14:19:43+00:00,"@Bryan_Wall Even the ‘Irish’ Daily Mail didn’t do that. Bizarre stuff. Note even it’s masthead is hard to find. It doesn’t have the excuse of representing the Protestant community, as it once did. Most progressives wouldn’t touch it with a barge pole…"
150,2022-09-09 14:18:52+00:00,@hefferk Some of my family have used them in the past too! I'll give it a look thanks
151,2022-09-09 14:08:52+00:00,@calcs_x UK is one of the largest inbound markets for tourism and our exports.
152,2022-09-09 14:06:12+00:00,"During this year’s @histfest I’ll be giving a talk at Drumcondra Library on behalf of @DubHistorians about the Irish international career of local football star Patrick O’Connell

Takes place on Tues, 4th October, 6:30pm @dubcilib

Booking at link below:

https://t.co/mDsXwBweTj"
153,2022-09-09 14:04:55+00:00,"Irish government that is shouting Queen of England is wicked come and see the way they tax, got grown men shedding tears 😀😀😀😀 https://t.co/W2SVBKPxg1"
154,2022-09-09 13:49:47+00:00,The Queen dying wouldn’t be the Queen dying without the most Dad response imaginable from the big man. https://t.co/gTzdlnGAAo
155,2022-09-09 13:42:44+00:00,@fingalpimpernel Where is the hate here ? Taking issue with a sanitising of empire and colonialism
156,2022-09-09 13:41:32+00:00,@imasurvivor66 A remarkable lady rip Elizabeth
157,2022-09-09 13:33:21+00:00,"As our welcome week draws to a close, the students took a trip to Dublin city centre today to soak up some Irish history and culture with our fantastic tour guide Keith 🇮🇪💚 @NextCityTours. https://t.co/xXehzaOXPR"
158,2022-09-09 13:31:05+00:00,"@bigbyte18 Do you think Ireland was any different in the colonial plunder and games? Nobody is aking anyone to be greatful or even forget history, but its important to stop and think post independence what happened as well. All my life I never saw no whiteman or Queen destroy Sri Lanka."
159,2022-09-09 13:26:41+00:00,"Daniel Mytens (1631) Charles I - the accoutrements of royalty with crown &amp; sceptre but dressed as a gentleman with Renaissance pillar. A relatively humble image for the period. And the Duke of Buckingham, the King’s boyfriend. Royal’s love lives are never easy! https://t.co/Mw3zQ4KVtt"
